SK_ESCOLA,NO_ENTIDADE,CO_MUNICIPIO,SG_UF,NM_REGIAO,TP_LOCALIZACAO,IDHM,SEL_RECOMENDADO,SCORE_ADERENCIA_SELO
35001078,Instituto de Ensino Fênix 1079,2609600,PE,Nordeste,1,0.735,Farias Brito,70.68
35000878,Academia Santo Agostinho 879,2933307,BA,Nordeste,1,0.718,Farias Brito,70.13
35000914,Instituto de Ensino Vanguard 915,2611101,PE,Nordeste,1,0.697,Kepler,52.44
35000223,Colégio Vanguard 224,2304202,CE,Nordeste,1,0.713,Farias Brito,66.68
35000822,Colégio Progresso 823,1501402,PA,Norte,1,0.746,Kepler,59.04
35000158,Instituto de Ensino São José 159,2313500,CE,Nordeste,1,0.714,Compartilha,50.84
35000372,Colégio Nossa Senhora 373,4106902,PR,Sul,1,0.823,Kepler,59.91
35000610,Colégio Futuro 611,4209102,SC,Sul,1,0.809,Uno,55.39
35001045,Academia Santa Cruz 1046,2609600,PE,Nordeste,1,0.735,Farias Brito,71.05
35000155,Escola Albert Einstein 156,2611101,PE,Nordeste,1,0.697,Kepler,50.19
35000435,Centro Educacional Dom Bosco 436,3106200,MG,Sudeste,1,0.81,Uno,69.4
35000086,Liceu Futuro 87,2933307,BA,Nordeste,2,0.718,Farias Brito,52.6
35000000,Centro Educacional Saber 1,3550308,SP,Sudeste,1,0.805,Uno,66.32
35001140,Instituto de Ensino Exponencial 1141,2927408,BA,Nordeste,1,0.759,Farias Brito,62.67
35000923,Escola Elite 924,5002704,MS,Centro-Oeste,1,0.784,Uno,65.11
35001000,Centro Educacional Integral 1001,4113700,PR,Sul,1,0.788,Compartilha,73.45
35000601,Instituto de Ensino Nossa Senhora 602,3170206,MG,Sudeste,1,0.789,Compartilha,71.82
35000432,Escola Alfa 433,3304557,RJ,Sudeste,1,0.799,Uno,66.1
35000813,Centro Educacional Progresso 814,2611606,PE,Nordeste,1,0.772,Farias Brito,66.87
35000676,Instituto de Ensino Nossa Senhora 677,4209102,SC,Sul,1,0.809,Kepler,54.04
35000024,Liceu Pionero 25,2304400,CE,Nordeste,1,0.754,Kepler,63.62
35001188,Colégio Nossa Senhora 1189,3550308,SP,Sudeste,1,0.805,Uno,60.57
35000643,Liceu Anchieta 644,4209102,SC,Sul,1,0.809,Uno,64.4
35000122,Colégio Fênix 123,2611101,PE,Nordeste,1,0.697,Farias Brito,69.47
35001185,Instituto de Ensino São José 1186,1501402,PA,Norte,1,0.746,Compartilha,62.54
35000941,Academia Anchieta 942,4202404,SC,Sul,1,0.806,Uno,74.09
35000226,Colégio Nossa Senhora 227,5300108,DF,Centro-Oeste,2,0.824,Kepler,49.68
35000277,Escola Exponencial 278,4304606,RS,Sul,1,0.782,Kepler,63.85
35000342,Centro Educacional Albert Einstein 343,4314902,RS,Sul,1,0.805,Kepler,56.84
35001057,Liceu Santo Agostinho 1058,3509502,SP,Sudeste,2,0.805,Compartilha,63.84
35000039,Liceu Saber 40,3106200,MG,Sudeste,1,0.81,Compartilha,60.03
35000816,Escola Elite 817,2304400,CE,Nordeste,1,0.754,Kepler,60.05
35000938,Escola Saber 939,4316907,RS,Sul,1,0.784,Kepler,58.51
35000012,Escola Pionero 13,4314902,RS,Sul,1,0.805,Compartilha,58.17
35001084,Colégio Dom Bosco 1085,5300108,DF,Centro-Oeste,1,0.824,Kepler,48.58
35000134,Escola Vanguard 135,3549805,SP,Sudeste,1,0.807,Compartilha,58.01
35000268,Colégio Exponencial 269,3301702,RJ,Sudeste,1,0.711,Kepler,56.83
35000619,Instituto de Ensino Alfa 620,2304202,CE,Nordeste,1,0.713,Compartilha,52.04
35000015,Instituto de Ensino Alfa 16,4205407,SC,Sul,1,0.847,Kepler,55.97
35000521,Centro Educacional Marista 522,2313500,CE,Nordeste,1,0.714,Kepler,53.85
35000685,Liceu Nossa Senhora 686,2304202,CE,Nordeste,1,0.713,Kepler,51.98
35000935,Academia Santo Agostinho 936,4118204,PR,Sul,1,0.75,Uno,56.02
35000759,Instituto de Ensino Alfa 760,3550308,SP,Sudeste,1,0.805,Uno,67.14
35001194,Escola Alfa 1195,3106200,MG,Sudeste,1,0.81,Kepler,56.71
35001155,Instituto de Ensino Saber 1156,3550308,SP,Sudeste,2,0.805,Uno,66.17
35001048,Instituto de Ensino Futuro 1049,2304202,CE,Nordeste,1,0.713,Farias Brito,70.03
35000235,Instituto de Ensino Elite 236,3301702,RJ,Sudeste,1,0.711,Kepler,54.8
35000997,Instituto de Ensino Futuro 998,3170206,MG,Sudeste,1,0.789,Kepler,65.09
35001125,Liceu Nossa Senhora 1126,3304557,RJ,Sudeste,1,0.799,Uno,61.84
35000488,Liceu São José 489,2313500,CE,Nordeste,1,0.714,Farias Brito,57.68
35000515,Academia Vanguard 516,2933307,BA,Nordeste,1,0.718,Kepler,56.45
35000033,Colégio Marista 34,3550308,SP,Sudeste,1,0.805,Kepler,60.39
35000232,Academia Vanguard 233,3509502,SP,Sudeste,1,0.805,Kepler,58.56
35000783,Academia Marista 784,2304400,CE,Nordeste,1,0.754,Farias Brito,63.78
35000098,Liceu Alfa 99,5002704,MS,Centro-Oeste,1,0.784,Kepler,60.96
35000146,Escola Santa Cruz 147,4316907,RS,Sul,1,0.784,Uno,61.08
35001015,Academia Futuro 1016,2304202,CE,Nordeste,1,0.713,Kepler,51.36
35001060,Colégio Fênix 1061,3301702,RJ,Sudeste,1,0.711,Kepler,59.29
35000217,Liceu Integral 218,2910800,BA,Nordeste,1,0.712,Compartilha,52.9
35000030,Instituto de Ensino Fênix 31,1501402,PA,Norte,1,0.746,Kepler,57.48
35000214,Centro Educacional Progresso 215,4209102,SC,Sul,1,0.809,Compartilha,59.05
35000429,Liceu Santo Agostinho 430,3550308,SP,Sudeste,1,0.805,Uno,63.4
35000697,Instituto de Ensino Futuro 698,3301702,RJ,Sudeste,1,0.711,Farias Brito,66.99
35000390,Colégio Fênix 391,5208707,GO,Centro-Oeste,1,0.799,Kepler,64.05
35000283,Academia Integral 284,2910800,BA,Nordeste,1,0.712,Kepler,55.73
35000667,Liceu Saber 668,3170206,MG,Sudeste,1,0.789,Uno,64.34
35000872,Centro Educacional Santa Cruz 873,4316907,RS,Sul,1,0.784,Compartilha,62.0
35000637,Liceu Marista 638,4113700,PR,Sul,1,0.788,Kepler,66.53
35000003,Liceu Nossa Senhora 4,3304557,RJ,Sudeste,1,0.799,Kepler,62.07
35000298,Centro Educacional Elite 299,3509502,SP,Sudeste,1,0.805,Kepler,64.53
35001128,Centro Educacional Santa Cruz 1129,3106200,MG,Sudeste,1,0.81,Kepler,61.89
35000262,Colégio Marista 263,2111300,MA,Nordeste,1,0.768,Kepler,60.8
35000348,Instituto de Ensino Anchieta 349,2927408,BA,Nordeste,1,0.759,Kepler,55.86
35000616,Liceu Elite 617,2609600,PE,Nordeste,1,0.735,Farias Brito,70.76
35001063,Academia Futuro 1064,3170206,MG,Sudeste,1,0.789,Uno,75.93
35000542,Academia Futuro 543,4316907,RS,Sul,1,0.784,Uno,62.14
35000271,Centro Educacional São José 272,3170206,MG,Sudeste,1,0.789,Uno,65.5
35000866,Liceu Anchieta 867,3136702,MG,Sudeste,1,0.778,Uno,58.07
35001179,Liceu Marista 1180,2304400,CE,Nordeste,1,0.754,Kepler,59.16
35000536,Academia Integral 537,3136702,MG,Sudeste,1,0.778,Kepler,61.03
35000798,Liceu Futuro 799,3106200,MG,Sudeste,1,0.81,Kepler,67.0
35000947,Liceu São José 948,2611101,PE,Nordeste,1,0.697,Kepler,51.2
35001182,Instituto de Ensino Exponencial 1183,5208707,GO,Centro-Oeste,1,0.799,Uno,71.05
35000259,Centro Educacional Dom Bosco 260,5300108,DF,Centro-Oeste,1,0.824,Uno,56.82
35001027,Academia Integral 1028,3301702,RJ,Sudeste,1,0.711,Kepler,55.77
35000753,Liceu Exponencial 754,5208707,GO,Centro-Oeste,1,0.799,Uno,59.7
35001030,Colégio Anchieta 1031,3170206,MG,Sudeste,1,0.789,Compartilha,67.14
35000929,Centro Educacional Objetivo 930,3303302,RJ,Sudeste,1,0.837,Compartilha,51.11
35000688,Academia Integral 689,5300108,DF,Centro-Oeste,1,0.824,Uno,48.53
35000345,Centro Educacional Vanguard 346,4205407,SC,Sul,1,0.847,Kepler,55.93
35001170,Liceu Alfa 1171,4205407,SC,Sul,1,0.847,Compartilha,54.38
35000905,Centro Educacional Alfa 906,4316907,RS,Sul,1,0.784,Kepler,59.52
35001033,Liceu Albert Einstein 1034,4113700,PR,Sul,1,0.788,Kepler,58.47
35001009,Liceu Santo Agostinho 1010,2910800,BA,Nordeste,1,0.712,Kepler,54.23
35000286,Escola Santo Agostinho 287,2609600,PE,Nordeste,1,0.735,Farias Brito,67.93
35000908,Escola Santa Cruz 909,4202404,SC,Sul,1,0.806,Kepler,62.54
35000402,Colégio Fênix 403,3106200,MG,Sudeste,1,0.81,Compartilha,59.15
35000649,Colégio Anchieta 650,2609600,PE,Nordeste,1,0.735,Farias Brito,64.76
35000414,Instituto de Ensino Santa Cruz 415,2927408,BA,Nordeste,1,0.759,Farias Brito,65.89
35000423,Academia Santa Cruz 424,5208707,GO,Centro-Oeste,1,0.799,Uno,69.84
35000887,Academia Albert Einstein 888,1302603,AM,Norte,1,0.737,Kepler,60.54
35001158,Academia Exponencial 1159,3304557,RJ,Sudeste,1,0.799,Uno,62.84
35000265,Academia Santo Agostinho 266,3509502,SP,Sudeste,1,0.805,Uno,75.52
35000381,Centro Educacional Futuro 382,2927408,BA,Nordeste,1,0.759,Farias Brito,72.48
35001012,Liceu Dom Bosco 1013,2609600,PE,Nordeste,1,0.735,Kepler,53.92
35001021,Centro Educacional São José 1022,2111300,MA,Nordeste,1,0.768,Farias Brito,63.15
35001018,Colégio Vanguard 1019,5300108,DF,Centro-Oeste,1,0.824,Uno,52.22
35001036,Liceu Fênix 1037,4304606,RS,Sul,1,0.782,Kepler,62.59
35000494,Liceu Marista 495,5002704,MS,Centro-Oeste,1,0.784,Uno,63.7
35000768,Escola Albert Einstein 769,4106902,PR,Sul,1,0.823,Uno,66.65
35000244,Centro Educacional Dom Bosco 245,4304606,RS,Sul,1,0.782,Kepler,63.34
35000485,Colégio Futuro 486,2611101,PE,Nordeste,1,0.697,Farias Brito,54.94
35000551,Colégio Progresso 552,2611101,PE,Nordeste,2,0.697,Kepler,53.05
35000256,Academia Marista 257,2304202,CE,Nordeste,1,0.713,Farias Brito,50.04
35000863,Colégio Progresso 864,3303302,RJ,Sudeste,2,0.837,Compartilha,51.72
35000890,Colégio Pionero 891,5002704,MS,Centro-Oeste,1,0.784,Kepler,63.81
35000253,Academia Anchieta 254,2609600,PE,Nordeste,1,0.735,Farias Brito,65.63
35000780,Academia São José 781,2611606,PE,Nordeste,2,0.772,Farias Brito,66.58
35000360,Academia Santa Cruz 361,1501402,PA,Norte,1,0.746,Farias Brito,61.67
35000426,Instituto de Ensino Objetivo 427,1501402,PA,Norte,1,0.746,Farias Brito,73.81
35000634,Escola Anchieta 635,3170206,MG,Sudeste,1,0.789,Uno,69.4
35000795,Instituto de Ensino Saber 796,3304557,RJ,Sudeste,1,0.799,Kepler,66.08
35001051,Academia Vanguard 1052,5300108,DF,Centro-Oeste,1,0.824,Uno,51.67
35000545,Liceu Anchieta 546,4202404,SC,Sul,1,0.806,Uno,61.55
35000926,Centro Educacional Fênix 927,3549805,SP,Sudeste,1,0.807,Compartilha,59.27
35000101,Colégio Alfa 102,3549805,SP,Sudeste,2,0.807,Uno,66.71
35000473,Centro Educacional Alfa 474,4118204,PR,Sul,1,0.75,Kepler,63.57
35000652,Instituto de Ensino Fênix 653,2304202,CE,Nordeste,1,0.713,Compartilha,51.09
35000750,Colégio Nossa Senhora 751,2304400,CE,Nordeste,1,0.754,Farias Brito,56.37
35000694,Colégio Integral 695,3509502,SP,Sudeste,1,0.805,Kepler,56.69
35000238,Escola Elite 239,3170206,MG,Sudeste,1,0.789,Uno,67.79
35000077,Colégio Albert Einstein 78,4118204,PR,Sul,1,0.75,Kepler,62.57
35000131,Centro Educacional Progresso 132,5002704,MS,Centro-Oeste,1,0.784,Compartilha,67.93
35000128,Escola Futuro 129,1302603,AM,Norte,2,0.737,Farias Brito,65.54
35000250,Academia Santo Agostinho 251,2910800,BA,Nordeste,2,0.712,Compartilha,56.37
35000289,Liceu Saber 290,2304202,CE,Nordeste,1,0.713,Farias Brito,58.93
35000164,Escola Anchieta 165,5002704,MS,Centro-Oeste,1,0.784,Compartilha,65.64
35000881,Colégio Albert Einstein 882,2611101,PE,Nordeste,1,0.697,Kepler,53.89
35000027,Instituto de Ensino Futuro 28,5208707,GO,Centro-Oeste,1,0.799,Kepler,62.65
35000363,Academia Marista 364,3550308,SP,Sudeste,1,0.805,Uno,74.87
35000530,Escola Saber 531,3549805,SP,Sudeste,2,0.807,Compartilha,66.16
35000503,Liceu Futuro 504,3136702,MG,Sudeste,2,0.778,Compartilha,68.6
35001006,Instituto de Ensino Santa Cruz 1007,4209102,SC,Sul,1,0.809,Uno,68.28
35000152,Liceu Alfa 153,2933307,BA,Nordeste,1,0.718,Farias Brito,60.37
35000607,Academia Santa Cruz 608,4304606,RS,Sul,1,0.782,Kepler,61.7
35000083,Instituto de Ensino Santo Agostinho 84,4202404,SC,Sul,1,0.806,Uno,76.56
35001137,Escola Elite 1138,4205407,SC,Sul,1,0.847,Compartilha,59.5
35000411,Escola Santa Cruz 412,4205407,SC,Sul,1,0.847,Kepler,54.57
35000036,Instituto de Ensino Nossa Senhora 37,3304557,RJ,Sudeste,1,0.799,Compartilha,62.86
35000932,Centro Educacional Alfa 933,3136702,MG,Sudeste,1,0.778,Kepler,70.99
35000384,Liceu Elite 385,2611606,PE,Nordeste,1,0.772,Farias Brito,62.23
35000125,Academia Exponencial 126,2313500,CE,Nordeste,1,0.714,Compartilha,57.48
35000512,Centro Educacional Objetivo 513,4202404,SC,Sul,1,0.806,Kepler,61.41
35000524,Academia Santa Cruz 525,1302603,AM,Norte,1,0.737,Compartilha,55.59
35001069,Escola Exponencial 1070,4304606,RS,Sul,1,0.782,Compartilha,65.65
35000476,Centro Educacional Integral 477,4316907,RS,Sul,1,0.784,Compartilha,73.29
35000557,Centro Educacional Dom Bosco 558,1302603,AM,Norte,1,0.737,Kepler,59.45
35000771,Academia Objetivo 772,4314902,RS,Sul,1,0.805,Uno,70.72
35000339,Instituto de Ensino Fênix 340,4106902,PR,Sul,1,0.823,Uno,70.29
35000393,Escola Exponencial 394,1501402,PA,Norte,1,0.746,Kepler,61.59
35000810,Centro Educacional Integral 811,2927408,BA,Nordeste,1,0.759,Farias Brito,56.04
35000744,Academia Dom Bosco 745,2927408,BA,Nordeste,1,0.759,Kepler,57.38
35000625,Instituto de Ensino Dom Bosco 626,2111300,MA,Nordeste,1,0.768,Farias Brito,66.88
35000280,Liceu Fênix 281,4209102,SC,Sul,1,0.809,Uno,63.51
35000566,Liceu Pionero 567,3303302,RJ,Sudeste,1,0.837,Kepler,54.15
35000211,Liceu Pionero 212,4304606,RS,Sul,1,0.782,Uno,68.17
35000554,Liceu Progresso 555,2313500,CE,Nordeste,1,0.714,Compartilha,52.03
35000092,Colégio Santo Agostinho 93,2313500,CE,Nordeste,1,0.714,Kepler,54.53
35000304,Centro Educacional Futuro 305,3170206,MG,Sudeste,1,0.789,Kepler,67.15
35000917,Instituto de Ensino São José 918,2313500,CE,Nordeste,1,0.714,Farias Brito,56.97
35000682,Instituto de Ensino Marista 683,2609600,PE,Nordeste,1,0.735,Kepler,53.76
35000247,Liceu Santo Agostinho 248,4209102,SC,Sul,1,0.809,Uno,71.08
35001131,Instituto de Ensino Vanguard 1132,4106902,PR,Sul,1,0.823,Kepler,55.77
35000777,Liceu Santo Agostinho 778,2927408,BA,Nordeste,1,0.759,Kepler,61.01
35001152,Instituto de Ensino Santa Cruz 1153,1501402,PA,Norte,1,0.746,Kepler,60.77
35000560,Instituto de Ensino Alfa 561,5002704,MS,Centro-Oeste,1,0.784,Kepler,64.31
35001167,Instituto de Ensino Progresso 1168,4314902,RS,Sul,1,0.805,Uno,73.44
35000762,Centro Educacional Futuro 763,3304557,RJ,Sudeste,1,0.799,Kepler,63.53
35000080,Instituto de Ensino Alfa 81,4316907,RS,Sul,1,0.784,Uno,70.03
35000140,Academia Objetivo 141,3136702,MG,Sudeste,1,0.778,Farias Brito,62.77
35000994,Colégio Elite 995,3301702,RJ,Sudeste,1,0.711,Kepler,55.22
35000539,Colégio Santa Cruz 540,4118204,PR,Sul,1,0.75,Uno,56.01
35000691,Instituto de Ensino Alfa 692,2111300,MA,Nordeste,1,0.768,Farias Brito,63.25
35000113,Escola Vanguard 114,4316907,RS,Sul,1,0.784,Uno,64.8
35000295,Escola Objetivo 296,2111300,MA,Nordeste,1,0.768,Compartilha,63.47
35000161,Liceu Dom Bosco 162,1302603,AM,Norte,1,0.737,Farias Brito,68.55
35000497,Academia Albert Einstein 498,3549805,SP,Sudeste,1,0.807,Uno,74.29
35000375,Escola Futuro 376,4314902,RS,Sul,1,0.805,Compartilha,60.4
35000804,Academia Integral 805,4314902,RS,Sul,1,0.805,Uno,64.19
35000143,Escola Alfa 144,4118204,PR,Sul,1,0.75,Farias Brito,58.88
35000119,Escola Objetivo 120,2933307,BA,Nordeste,1,0.718,Farias Brito,68.59
35000021,Colégio Marista 22,2611606,PE,Nordeste,1,0.772,Kepler,63.85
35000875,Academia Santa Cruz 876,4202404,SC,Sul,1,0.806,Kepler,59.21
35000149,Academia Marista 150,4202404,SC,Sul,1,0.806,Uno,75.12
35000229,Liceu Pionero 230,2111300,MA,Nordeste,1,0.768,Kepler,64.73
35000506,Centro Educacional Marista 507,4118204,PR,Sul,1,0.75,Compartilha,57.88
35000274,Instituto de Ensino Elite 275,4113700,PR,Sul,1,0.788,Kepler,63.99
35001039,Instituto de Ensino Progresso 1040,4209102,SC,Sul,1,0.809,Uno,67.34
35000765,Liceu Progresso 766,3106200,MG,Sudeste,1,0.81,Kepler,66.61
35000509,Instituto de Ensino Anchieta 510,4316907,RS,Sul,1,0.784,Kepler,66.58
35000896,Colégio Elite 897,3303302,RJ,Sudeste,2,0.837,Uno,61.81
35001149,Liceu Marista 1150,5208707,GO,Centro-Oeste,1,0.799,Kepler,58.67
35000116,Escola Elite 117,4202404,SC,Sul,2,0.806,Uno,66.37
35001191,Instituto de Ensino Elite 1192,3304557,RJ,Sudeste,1,0.799,Kepler,60.83
35000825,Colégio Futuro 826,3550308,SP,Sudeste,1,0.805,Uno,71.61
35000491,Academia Elite 492,1302603,AM,Norte,1,0.737,Kepler,63.18
35000893,Colégio Albert Einstein 894,3549805,SP,Sudeste,1,0.807,Kepler,61.25
35000789,Instituto de Ensino Vanguard 790,1501402,PA,Norte,1,0.746,Compartilha,56.08
35000738,Academia São José 739,4314902,RS,Sul,1,0.805,Uno,59.56
35001066,Colégio Objetivo 1067,4113700,PR,Sul,1,0.788,Uno,65.58
35000292,Liceu Pionero 293,5300108,DF,Centro-Oeste,1,0.824,Compartilha,48.23
35000170,Liceu Pionero 171,3303302,RJ,Sudeste,1,0.837,Uno,55.8
35000167,Liceu Santo Agostinho 168,3549805,SP,Sudeste,1,0.807,Kepler,59.82
35000613,Escola Elite 614,2910800,BA,Nordeste,2,0.712,Compartilha,55.4
35000208,Centro Educacional Pionero 209,4113700,PR,Sul,1,0.788,Uno,64.71
35001134,Academia Dom Bosco 1135,4314902,RS,Sul,1,0.805,Uno,66.1
35000628,Liceu Futuro 629,3509502,SP,Sudeste,1,0.805,Compartilha,58.17
35000500,Academia Anchieta 501,3303302,RJ,Sudeste,1,0.837,Uno,59.24
35000369,Academia Albert Einstein 370,3106200,MG,Sudeste,1,0.81,Uno,72.03
35000655,Escola Progresso 656,5300108,DF,Centro-Oeste,1,0.824,Kepler,46.71
35001161,Academia Objetivo 1162,3106200,MG,Sudeste,1,0.81,Uno,66.99
35000631,Centro Educacional Albert Einstein 632,3301702,RJ,Sudeste,1,0.711,Farias Brito,62.85
35000107,Liceu Pionero 108,3136702,MG,Sudeste,1,0.778,Kepler,65.7
35000518,Escola Fênix 519,2611101,PE,Nordeste,1,0.697,Farias Brito,54.46
35001143,Instituto de Ensino Progresso 1144,2611606,PE,Nordeste,1,0.772,Kepler,66.65
35000396,Liceu Dom Bosco 397,3550308,SP,Sudeste,1,0.805,Uno,74.85
35000563,Escola Saber 564,3549805,SP,Sudeste,2,0.807,Kepler,60.85
35000792,Liceu Objetivo 793,3550308,SP,Sudeste,1,0.805,Kepler,61.16
35000732,Escola Saber 733,3106200,MG,Sudeste,1,0.81,Uno,66.17
35000920,Centro Educacional Elite 921,1302603,AM,Norte,1,0.737,Farias Brito,64.49
35000137,Liceu Exponencial 138,3303302,RJ,Sudeste,1,0.837,Kepler,52.7
35000869,Centro Educacional Nossa Senhora 870,4118204,PR,Sul,1,0.75,Kepler,66.35
35000902,Instituto de Ensino Alfa 903,4118204,PR,Sul,2,0.75,Farias Brito,64.64
35000405,Escola Progresso 406,4106902,PR,Sul,2,0.823,Uno,59.07
35000786,Centro Educacional Anchieta 787,5208707,GO,Centro-Oeste,1,0.799,Uno,64.35
35000741,Colégio Santo Agostinho 742,4205407,SC,Sul,1,0.847,Kepler,55.92
35001042,Centro Educacional Nossa Senhora 1043,2910800,BA,Nordeste,1,0.712,Compartilha,49.47
35000357,Escola Dom Bosco 358,5208707,GO,Centro-Oeste,1,0.799,Uno,65.22
35000735,Centro Educacional Exponencial 736,4106902,PR,Sul,2,0.823,Kepler,59.08
35000604,Liceu Integral 605,4113700,PR,Sul,1,0.788,Uno,60.63
35000527,Centro Educacional Progresso 528,5002704,MS,Centro-Oeste,1,0.784,Uno,62.91
35001072,Centro Educacional Nossa Senhora 1073,4209102,SC,Sul,1,0.809,Kepler,59.01
35000220,Escola Progresso 221,2609600,PE,Nordeste,1,0.735,Farias Brito,67.86
35000470,Instituto de Ensino Progresso 471,3136702,MG,Sudeste,1,0.778,Kepler,58.97
35000399,Liceu Pionero 400,3304557,RJ,Sudeste,1,0.799,Kepler,60.35
35000366,Colégio Progresso 367,3304557,RJ,Sudeste,1,0.799,Uno,62.75
35000640,Instituto de Ensino Vanguard 641,4304606,RS,Sul,1,0.782,Uno,63.8
35000670,Academia São José 671,4113700,PR,Sul,1,0.788,Uno,74.0
35000420,Escola Pionero 421,2304400,CE,Nordeste,1,0.754,Kepler,57.46
35000351,Academia Santa Cruz 352,2611606,PE,Nordeste,1,0.772,Kepler,64.32
35000756,Escola Objetivo 757,1501402,PA,Norte,1,0.746,Farias Brito,72.46
35000110,Centro Educacional Pionero 111,4118204,PR,Sul,1,0.75,Compartilha,68.36
35000774,Escola São José 775,4205407,SC,Sul,1,0.847,Compartilha,57.54
35000801,Colégio Dom Bosco 802,4106902,PR,Sul,1,0.823,Kepler,58.21
35000089,Centro Educacional Elite 90,2611101,PE,Nordeste,2,0.697,Kepler,52.97
35000006,Colégio Progresso 7,3106200,MG,Sudeste,1,0.81,Uno,62.98
35001054,Instituto de Ensino Futuro 1055,2111300,MA,Nordeste,1,0.768,Kepler,67.57
35000646,Liceu Nossa Senhora 647,2910800,BA,Nordeste,2,0.712,Farias Brito,71.73
35000807,Colégio Exponencial 808,4205407,SC,Sul,1,0.847,Uno,62.41
35001197,Instituto de Ensino Exponencial 1198,4106902,PR,Sul,1,0.823,Uno,63.65
35000944,Academia Vanguard 945,2933307,BA,Nordeste,1,0.718,Kepler,55.22
35000950,Liceu Marista 951,2313500,CE,Nordeste,1,0.714,Kepler,55.94
35000911,Instituto de Ensino Futuro 912,2933307,BA,Nordeste,1,0.718,Farias Brito,65.01
35000173,Instituto de Ensino Fênix 174,3136702,MG,Sudeste,1,0.778,Compartilha,68.75
35001081,Liceu Anchieta 1082,2304202,CE,Nordeste,1,0.713,Kepler,52.67
35001090,Centro Educacional Exponencial 1091,3509502,SP,Sudeste,1,0.805,Uno,77.02
35001176,Escola Albert Einstein 1177,2611606,PE,Nordeste,1,0.772,Kepler,60.39
35000095,Escola Nossa Senhora 96,1302603,AM,Norte,1,0.737,Kepler,62.24
35000664,Liceu Nossa Senhora 665,3301702,RJ,Sudeste,1,0.711,Farias Brito,62.32
35000828,Instituto de Ensino Pionero 829,3304557,RJ,Sudeste,1,0.799,Kepler,59.33
35000104,Liceu Anchieta 105,3303302,RJ,Sudeste,1,0.837,Uno,59.98
35001087,Colégio Alfa 1088,2111300,MA,Nordeste,1,0.768,Farias Brito,63.55
35000378,Liceu São José 379,4205407,SC,Sul,1,0.847,Uno,66.38
35000747,Instituto de Ensino Dom Bosco 748,2611606,PE,Nordeste,1,0.772,Kepler,62.21
35001003,Liceu Saber 1004,4304606,RS,Sul,1,0.782,Uno,70.95
