SK_ESCOLA,CO_MUNICIPIO,IN_INTERNET,IN_BANDA_LARGA,QT_COMP_ALUNO,IN_EQUIP_LOUSA_DIGITAL,IN_LABORATORIO_INFORMATICA,IN_LABORATORIO_CIENCIAS,IN_BIBLIOTECA_SALA_LEITURA,IN_INFANTIL,IN_FUNDAMENTAL,IN_MEDIO,IN_INTEGRAL,IN_AUDITORIO,IN_QUADRA_ESPORTES,QT_SALAS_UTILIZADAS,QT_MAT_BAS,QT_DOC_BAS,PROP_DOCENTES_SUPERIOR,SK_DATA
35000813,2611606,1,1,0.268,1,1,1,1,0,1,1,1,1,1,29,962,64,0.92,20260101
35000814,2609600,1,0,0.148,0,1,0,1,1,1,1,0,0,0,10,174,9,0.6,20260101
35000815,2611101,1,1,0.399,0,1,1,1,1,1,1,1,1,1,43,1063,75,0.94,20260101
35000816,2304400,0,0,0.142,0,0,0,1,1,1,0,0,0,0,7,321,17,0.54,20260101
35000817,2304202,1,1,0.361,1,1,1,1,1,1,1,1,1,1,36,1493,106,0.91,20260101
35000818,2313500,1,1,0.318,1,1,1,1,1,1,1,1,1,1,45,2096,149,0.88,20260101
35000819,5208707,1,1,0.214,0,1,1,1,0,1,1,1,1,1,33,853,56,0.96,20260101
35000820,5300108,1,1,0.824,0,1,1,1,1,1,0,0,0,1,13,629,39,0.88,20260101
35000821,1302603,0,0,0.056,0,0,0,1,1,1,0,0,0,1,7,223,12,0.53,20260101
35000822,1501402,1,1,0.065,0,0,0,0,1,1,0,0,0,0,4,289,16,0.61,20260101
35000823,2111300,1,0,0.102,0,1,0,0,1,1,0,0,0,0,7,147,8,0.64,20260101
35000824,5002704,1,1,0.122,0,1,0,1,0,1,0,0,0,1,11,97,5,0.51,20260101
35000825,3550308,1,1,0.305,1,1,1,1,0,1,1,1,1,1,23,598,39,0.98,20260101
35000826,3509502,1,1,0.373,1,1,1,1,0,1,1,0,1,1,15,928,61,0.92,20260101
35000827,3549805,1,1,0.582,1,1,1,1,1,1,1,1,1,1,56,3181,227,0.95,20260101
35000828,3304557,0,0,0.075,0,1,0,1,1,1,0,0,0,1,4,168,9,0.51,20260101
35000829,3301702,1,1,0.21,0,1,1,1,0,1,1,0,1,1,34,700,46,0.95,20260101
35000830,3303302,1,1,0.577,1,1,1,1,1,1,0,1,1,1,25,2869,204,0.95,20260101
35000831,3106200,1,0,0.053,0,0,0,0,1,1,0,0,0,0,11,165,9,0.72,20260101
35000832,3170206,1,1,0.487,1,1,1,1,1,1,1,1,1,1,12,267,16,0.89,20260101
35000833,3136702,0,0,0.113,0,0,0,1,0,1,0,0,0,0,11,91,5,0.75,20260101
35000834,4106902,1,1,0.235,1,1,1,1,0,1,1,1,1,1,33,1096,73,0.95,20260101
35000835,4113700,1,1,0.782,1,1,0,1,0,1,1,0,1,1,10,738,46,0.9,20260101
35000836,4118204,1,1,0.449,1,1,0,1,1,1,0,0,0,1,11,710,44,0.87,20260101
35000837,4314902,1,1,0.372,1,1,1,1,0,1,1,1,1,1,19,1090,72,0.96,20260101
35000838,4304606,0,0,0.113,0,0,0,1,1,1,1,0,0,1,4,341,18,0.71,20260101
35000839,4316907,1,1,0.424,1,1,1,1,1,1,0,0,0,1,13,729,45,0.85,20260101
35000840,4205407,1,1,0.335,1,1,1,1,0,1,1,0,1,1,31,1163,77,0.9,20260101
35000841,4209102,1,1,0.384,1,1,1,1,0,1,1,0,1,1,16,1022,68,0.96,20260101
35000842,4202404,1,1,0.841,1,1,1,1,1,1,0,1,0,1,22,327,20,0.94,20260101
35000843,2927408,0,0,0.063,0,0,0,1,1,1,0,0,0,0,7,151,8,0.61,20260101
35000844,2910800,1,1,0.493,1,1,1,1,0,1,1,1,1,1,24,465,31,0.9,20260101
35000845,2933307,1,1,0.439,1,1,0,1,1,1,1,1,1,1,16,653,40,0.87,20260101
35000846,2611606,1,1,0.652,1,1,1,1,1,1,1,0,0,1,23,352,22,0.87,20260101
35000847,2609600,1,1,0.294,1,1,1,1,1,1,1,1,1,1,56,2037,145,0.95,20260101
35000848,2611101,1,1,0.379,0,1,1,1,1,1,1,1,1,1,46,2155,153,0.93,20260101
35000849,2304400,1,1,0.325,1,1,1,1,0,1,1,1,1,1,28,1005,67,0.95,20260101
35000850,2304202,0,0,0.111,0,0,0,1,1,1,0,0,0,1,5,168,9,0.73,20260101
35000851,2313500,1,1,0.087,0,1,0,0,1,1,0,0,0,0,8,98,5,0.69,20260101
35000852,5208707,1,1,0.393,1,1,1,1,1,1,1,1,1,1,58,2880,205,0.94,20260101
35000853,5300108,1,1,0.336,0,1,1,1,0,1,1,1,1,1,34,977,65,0.98,20260101
35000854,1302603,0,0,0.064,0,0,0,1,1,1,0,0,0,1,11,83,4,0.62,20260101
35000855,1501402,1,1,0.325,1,1,1,1,0,1,1,0,1,1,22,438,29,0.91,20260101
35000856,2111300,1,1,0.396,0,1,1,1,1,1,1,1,1,1,41,1721,122,0.98,20260101
35000857,5002704,1,0,0.042,0,0,0,0,1,1,1,0,0,0,5,315,17,0.65,20260101
35000858,3550308,1,1,0.029,0,1,0,1,1,1,1,0,0,1,11,243,13,0.66,20260101
35000859,3509502,0,0,0.104,0,0,0,1,1,1,0,1,0,0,8,335,18,0.69,20260101
35000860,3549805,1,1,0.439,1,1,1,1,1,1,1,0,0,1,12,650,40,0.82,20260101
35000861,3304557,1,1,0.394,1,1,1,1,1,1,0,1,1,1,39,2408,172,0.91,20260101
35000862,3301702,0,0,0.082,0,0,0,1,1,1,0,0,0,0,5,174,9,0.6,20260101
35000863,3303302,1,1,0.367,0,1,1,1,1,1,0,1,1,1,55,2384,170,0.87,20260101
35000864,3106200,1,1,0.226,1,1,1,1,0,1,1,1,1,1,33,934,62,0.92,20260101
35000865,3170206,1,0,0.047,0,1,0,0,1,1,0,1,0,0,11,322,17,0.64,20260101
35000866,3136702,1,1,0.433,1,1,0,1,0,1,0,1,1,1,14,534,33,0.87,20260101
35000867,4106902,1,1,0.54,1,1,1,1,1,1,1,1,0,1,22,395,24,0.86,20260101
35000868,4113700,1,0,0.055,0,1,0,0,1,1,1,0,0,1,4,339,18,0.51,20260101
35000869,4118204,1,1,0.134,0,0,0,1,1,1,0,1,0,1,6,295,16,0.62,20260101
35000870,4314902,1,1,0.542,1,1,1,1,1,1,0,0,1,1,19,654,40,0.85,20260101
35000871,4304606,1,1,0.724,1,1,1,1,0,1,1,1,1,1,16,516,32,0.9,20260101
35000872,4316907,1,1,0.524,1,1,1,1,1,1,0,1,1,1,31,2759,197,0.95,20260101
35000873,4205407,1,0,0.026,0,0,0,1,1,1,0,1,0,0,8,99,5,0.63,20260101
35000874,4209102,1,0,0.144,0,0,0,0,1,1,0,0,0,0,8,205,11,0.68,20260101
35000875,4202404,0,0,0.139,0,1,0,1,1,1,0,0,0,1,4,223,12,0.73,20260101
35000876,2927408,1,1,0.594,1,1,1,1,1,1,0,0,0,1,15,623,38,0.86,20260101
35000877,2910800,1,1,0.561,1,1,1,1,1,1,1,1,1,1,57,3125,223,0.9,20260101
35000878,2933307,1,1,0.382,0,1,1,1,0,1,1,1,1,1,23,670,44,0.91,20260101
35000879,2611606,0,0,0.123,0,0,0,1,1,1,0,0,0,0,11,185,10,0.54,20260101
35000880,2609600,1,1,0.755,1,1,1,1,0,1,1,0,1,1,17,473,29,0.84,20260101
35000881,2611101,1,0,0.055,0,0,0,1,1,1,0,0,0,0,7,339,18,0.55,20260101
35000882,2304400,1,1,0.361,0,1,1,1,0,1,1,1,1,1,24,749,49,0.92,20260101
35000883,2304202,1,1,0.382,0,1,1,1,1,1,1,1,1,1,40,2176,155,0.94,20260101
35000884,2313500,1,1,0.317,1,1,1,1,0,1,1,0,1,1,30,1033,68,0.97,20260101
35000885,5208707,0,0,0.1,0,1,0,0,1,1,0,0,0,1,5,281,15,0.57,20260101
35000886,5300108,1,1,0.088,0,1,0,1,1,1,0,0,0,0,10,78,4,0.63,20260101
35000887,1302603,1,1,0.062,0,0,0,1,1,1,1,0,0,0,8,153,8,0.65,20260101
35000888,1501402,1,1,0.297,0,1,1,1,0,1,1,0,1,1,34,1055,70,0.91,20260101
35000889,2111300,1,1,0.499,0,1,0,1,1,1,0,0,1,1,17,718,44,0.87,20260101
35000890,5002704,1,1,0.084,0,0,0,1,1,1,1,0,0,1,9,255,14,0.61,20260101
35000891,3550308,1,1,0.386,1,1,0,1,1,1,1,1,0,1,15,693,43,0.85,20260101
35000892,3509502,1,1,0.539,0,1,1,1,1,1,0,1,1,1,33,1770,126,0.94,20260101
35000893,3549805,1,1,0.095,0,0,0,1,0,1,0,1,0,0,11,237,13,0.53,20260101
35000894,3304557,1,1,0.849,1,1,1,1,0,1,0,0,0,1,20,543,33,0.83,20260101
35000895,3301702,1,1,0.566,0,1,1,1,1,1,1,1,1,1,57,2451,175,0.98,20260101
35000896,3303302,1,1,0.431,1,1,0,1,1,1,1,1,1,1,19,690,43,0.87,20260101
35000897,3106200,1,0,0.047,0,0,0,1,1,1,0,0,0,1,10,329,18,0.72,20260101
35000898,3170206,1,1,0.141,0,1,0,0,1,1,0,0,0,1,11,271,15,0.74,20260101
35000899,3136702,1,1,0.628,1,1,0,1,0,1,0,1,1,1,20,536,33,0.91,20260101
35000900,4106902,1,1,0.416,1,1,1,1,1,1,1,1,1,1,42,1789,127,0.97,20260101
35000901,4113700,1,1,0.531,1,1,1,1,1,1,1,0,1,1,17,275,17,0.91,20260101
35000902,4118204,1,1,0.354,1,1,1,1,0,1,1,1,1,1,21,1087,72,0.92,20260101
35000903,4314902,1,1,0.325,0,1,1,1,1,1,0,1,1,1,31,1091,77,0.96,20260101
35000904,4304606,1,1,0.337,1,1,1,1,1,1,1,1,1,1,46,3109,222,0.88,20260101
35000905,4316907,0,0,0.125,0,1,0,0,1,1,0,0,0,0,7,237,13,0.51,20260101
35000906,4205407,1,1,0.766,1,1,1,1,1,1,0,0,1,1,11,427,26,0.93,20260101
35000907,4209102,1,1,0.452,1,1,1,1,1,1,1,1,1,1,25,1617,115,0.92,20260101
35000908,4202404,1,1,0.148,0,0,0,0,0,1,0,0,0,1,8,198,11,0.54,20260101
35000909,2927408,1,1,0.095,0,1,0,1,0,1,0,0,0,1,5,303,16,0.66,20260101
35000910,2910800,1,1,0.373,0,1,1,1,1,1,1,0,0,1,10,442,27,0.82,20260101
35000911,2933307,1,1,0.33,0,1,1,1,0,1,1,0,1,1,20,1182,78,0.93,20260101
35000912,2611606,1,1,0.139,0,1,0,1,1,1,0,0,0,1,9,216,12,0.7,20260101
35000913,2609600,0,0,0.064,0,0,0,0,0,1,1,0,0,1,11,70,4,0.74,20260101
35000914,2611101,1,1,0.121,0,0,0,0,1,1,0,1,0,1,10,296,16,0.68,20260101
35000915,2304400,1,0,0.126,0,0,0,1,0,1,0,0,0,1,10,62,4,0.74,20260101
35000916,2304202,1,1,0.795,1,1,1,1,1,1,1,1,0,1,23,463,28,0.93,20260101
35000917,2313500,1,1,0.269,1,1,1,1,1,1,1,1,1,1,29,1703,121,0.89,20260101
35000918,5208707,1,1,0.462,1,1,1,1,1,1,1,1,1,1,49,2975,212,0.92,20260101
35000919,5300108,1,1,0.068,0,0,0,1,1,1,0,1,0,0,6,168,9,0.64,20260101
35000920,1302603,1,1,0.39,1,1,1,1,1,1,1,0,0,1,11,390,24,0.81,20260101
35000921,1501402,1,1,0.376,1,1,1,1,1,1,0,1,1,1,34,1849,132,0.87,20260101
35000922,2111300,1,1,0.397,1,1,1,1,0,1,1,1,1,1,26,759,50,0.98,20260101
35000923,5002704,1,1,0.261,1,1,1,1,0,1,1,1,1,1,26,635,42,0.91,20260101
35000924,3550308,1,1,0.062,0,0,0,1,1,1,0,0,0,0,6,159,8,0.72,20260101
35000925,3509502,1,1,0.082,0,0,0,0,1,1,0,1,0,1,6,181,10,0.56,20260101
35000926,3549805,1,1,0.574,0,1,1,1,1,1,1,1,1,1,58,2251,160,0.94,20260101
35000927,3304557,1,1,0.796,0,1,0,1,1,1,1,0,0,1,15,676,42,0.84,20260101
35000928,3301702,1,1,0.361,1,1,1,1,1,1,1,1,1,1,33,1831,130,0.89,20260101
35000929,3303302,1,1,0.275,1,1,1,1,1,1,0,1,1,1,31,2759,197,0.95,20260101
35000930,3106200,1,1,0.456,1,1,1,1,1,1,1,1,1,1,43,1190,85,0.86,20260101
35000931,3170206,1,1,0.498,0,1,1,1,0,1,1,0,1,1,32,886,59,0.98,20260101
35000932,3136702,1,0,0.107,0,0,0,1,1,1,0,0,0,0,10,206,11,0.62,20260101
35000933,4106902,1,1,0.393,0,1,0,1,1,1,1,0,1,1,19,301,18,0.84,20260101
35000934,4113700,1,1,0.506,1,1,1,1,1,1,0,1,1,1,14,459,28,0.82,20260101
35000935,4118204,1,1,0.476,1,1,0,1,0,1,0,1,0,1,11,747,46,0.81,20260101
35000936,4314902,1,1,0.484,1,1,0,1,0,1,0,1,1,1,18,448,28,0.82,20260101
35000937,4304606,1,1,0.113,0,0,0,1,1,1,0,0,0,1,4,263,14,0.51,20260101
35000938,4316907,1,1,0.115,0,1,0,0,1,1,1,0,0,1,10,216,12,0.7,20260101
35000939,4205407,1,1,0.392,0,1,1,1,0,1,1,0,1,1,19,539,35,0.95,20260101
35000940,4209102,1,1,0.332,1,1,1,1,0,1,1,0,1,1,33,932,62,0.96,20260101
35000941,4202404,1,1,0.471,1,1,1,1,0,1,1,1,1,1,16,967,64,0.97,20260101
35000942,2927408,1,1,0.573,1,1,1,1,1,1,0,0,0,1,23,377,23,0.81,20260101
35000943,2910800,0,0,0.122,0,1,0,0,1,1,1,0,0,1,8,301,16,0.67,20260101
35000944,2933307,1,0,0.095,0,0,0,0,1,1,0,0,0,0,7,69,4,0.64,20260101
35000945,2611606,1,1,0.475,0,1,1,1,1,1,1,1,1,1,33,2460,175,0.92,20260101
35000946,2609600,1,1,0.809,1,1,1,1,0,1,1,0,1,1,21,447,27,0.89,20260101
35000947,2611101,1,1,0.127,0,1,0,1,1,1,0,0,0,0,7,75,4,0.75,20260101
35000948,2304400,1,0,0.027,0,0,0,1,1,1,1,0,0,0,10,321,17,0.67,20260101
35000949,2304202,1,1,0.254,1,1,1,1,1,1,1,1,1,1,51,1176,84,0.94,20260101
35000950,2313500,1,1,0.091,0,0,0,0,1,1,0,0,0,1,8,312,17,0.58,20260101
35000951,5208707,1,1,0.444,1,1,1,1,1,1,1,1,1,1,31,2024,144,0.9,20260101
35000952,5300108,1,1,0.441,1,1,1,1,1,1,1,1,1,1,51,2100,150,0.88,20260101
35000953,1302603,0,0,0.093,0,0,0,0,1,1,0,0,0,1,9,301,16,0.57,20260101
35000954,1501402,1,1,0.267,0,1,1,1,0,1,1,1,1,1,32,606,40,0.96,20260101
35000955,2111300,1,1,0.715,0,1,0,1,0,1,1,1,0,1,13,583,36,0.83,20260101
35000956,5002704,0,0,0.144,0,0,0,1,0,1,0,0,0,0,5,342,19,0.74,20260101
35000957,3550308,1,1,0.132,0,0,0,1,1,1,0,0,0,0,4,137,7,0.52,20260101
35000958,3509502,1,1,0.505,0,1,1,1,1,1,1,1,1,1,32,2953,210,0.87,20260101
35000959,3549805,1,1,0.435,1,1,1,1,1,1,0,1,0,1,14,694,43,0.93,20260101
35000960,3304557,1,1,0.037,0,0,0,1,1,1,1,0,0,0,10,294,16,0.59,20260101
35000961,3301702,1,1,0.477,0,1,0,1,0,1,1,0,0,1,13,298,18,0.83,20260101
35000962,3303302,1,1,0.099,0,0,0,0,0,1,0,1,0,1,10,125,6,0.5,20260101
35000963,3106200,1,1,0.281,1,1,1,1,0,1,1,1,1,1,21,519,34,0.94,20260101
35000964,3170206,1,1,0.47,1,1,1,1,1,1,1,1,1,1,44,3057,218,0.87,20260101
35000965,3136702,1,1,0.226,1,1,1,1,0,1,1,1,1,1,17,777,51,0.93,20260101
35000966,4106902,1,1,0.03,0,0,0,1,1,1,0,0,0,0,4,274,15,0.53,20260101
35000967,4113700,1,1,0.516,1,1,0,1,0,1,0,1,1,1,17,401,25,0.91,20260101
35000968,4118204,1,1,0.311,1,1,1,1,1,1,0,1,1,1,38,2939,209,0.88,20260101
35000969,4314902,0,0,0.102,0,0,0,1,0,1,0,0,0,0,11,262,14,0.51,20260101
35000970,4304606,1,1,0.701,0,1,1,1,0,1,1,1,1,1,21,264,16,0.88,20260101
35000971,4316907,1,1,0.275,1,1,1,1,0,1,1,1,1,1,32,932,62,0.97,20260101
35000972,4205407,1,1,0.485,1,1,0,1,1,1,1,0,1,1,19,423,26,0.94,20260101
35000973,4209102,1,1,0.201,1,1,1,1,0,1,1,1,1,1,34,509,33,0.96,20260101
35000974,4202404,1,1,0.49,0,1,1,1,1,1,1,1,1,1,58,2841,202,0.92,20260101
35000975,2927408,1,1,0.32,0,1,1,1,1,1,0,1,1,1,58,3044,217,0.9,20260101
35000976,2910800,1,1,0.647,1,1,1,1,1,1,0,0,1,1,11,658,41,0.88,20260101
35000977,2933307,1,1,0.706,1,1,1,1,1,1,1,0,0,1,13,321,20,0.85,20260101
35000978,2611606,0,0,0.026,0,0,0,0,0,1,0,1,0,1,10,258,14,0.68,20260101
35000979,2609600,1,1,0.295,1,1,1,1,1,1,1,1,1,1,38,1930,137,0.86,20260101
35000980,2611101,1,1,0.472,1,1,1,1,1,1,1,1,0,1,10,318,19,0.93,20260101
35000981,2304400,0,0,0.105,0,0,0,1,1,1,1,0,0,1,8,302,16,0.54,20260101
35000982,2304202,1,1,0.334,0,1,1,1,1,1,1,1,1,1,59,3133,223,0.95,20260101
35000983,2313500,1,1,0.288,1,1,1,1,0,1,1,0,1,1,21,957,63,0.91,20260101
35000984,5208707,1,1,0.642,1,1,0,1,1,1,0,0,1,1,18,543,33,0.92,20260101
35000985,5300108,1,1,0.402,1,1,1,1,1,1,1,1,1,1,34,1472,105,0.85,20260101
35000986,1302603,1,1,0.387,0,1,1,1,1,1,1,1,0,1,21,485,30,0.88,20260101
35000987,1501402,0,0,0.06,0,0,0,1,0,1,0,1,0,1,4,204,11,0.6,20260101
35000988,2111300,1,1,0.532,0,1,1,1,1,1,0,0,1,1,15,627,39,0.91,20260101
35000989,5002704,1,1,0.252,0,1,1,1,0,1,1,1,1,1,34,1048,69,0.9,20260101
35000990,3550308,1,1,0.443,1,1,1,1,1,1,1,1,1,1,34,2622,187,0.87,20260101
35000991,3509502,1,1,0.381,1,1,1,1,1,1,1,1,1,1,41,2866,204,0.88,20260101
35000992,3549805,1,1,0.734,0,1,1,1,0,1,1,0,1,1,14,532,33,0.91,20260101
35000993,3304557,1,1,0.263,0,1,1,1,0,1,1,1,1,1,33,659,43,0.92,20260101
35000994,3301702,1,1,0.06,0,1,0,1,0,1,0,0,0,0,11,255,14,0.51,20260101
35000995,3303302,1,1,0.818,1,1,0,1,1,1,0,1,0,1,20,486,30,0.93,20260101
35000996,3106200,1,1,0.412,1,1,1,1,0,1,1,1,1,1,25,724,48,0.97,20260101
35000997,3170206,1,0,0.026,0,0,0,0,1,1,0,1,0,1,7,288,16,0.72,20260101
35000998,3136702,1,1,0.671,1,1,0,1,0,1,1,0,1,1,20,355,22,0.9,20260101
35000999,4106902,0,0,0.107,0,1,0,1,0,1,0,0,0,1,9,338,18,0.74,20260101
35001000,4113700,1,1,0.328,1,1,1,1,1,1,1,1,1,1,51,2571,183,0.97,20260101
35001001,4118204,0,0,0.052,0,1,0,0,1,1,1,1,0,1,9,213,11,0.72,20260101
35001002,4314902,0,0,0.1,0,0,0,1,1,1,0,0,0,0,9,180,10,0.74,20260101
35001003,4304606,1,1,0.322,1,1,1,1,0,1,1,1,1,1,15,616,41,0.96,20260101
35001004,4316907,1,1,0.418,1,1,1,1,0,1,1,1,1,1,30,466,31,0.94,20260101
35001005,4205407,1,0,0.038,0,0,0,1,1,1,0,0,0,1,4,348,19,0.74,20260101
35001006,4209102,1,1,0.525,1,1,0,1,0,1,1,0,1,1,20,725,45,0.92,20260101
35001007,4202404,1,1,0.398,1,1,1,1,1,1,1,0,0,1,23,453,28,0.93,20260101
35001008,2927408,1,1,0.239,0,1,1,1,0,1,1,0,1,1,26,1126,75,0.98,20260101
35001009,2910800,1,1,0.062,0,1,0,1,1,1,0,1,0,1,8,185,10,0.59,20260101
35001010,2933307,1,1,0.467,1,1,1,1,0,1,1,0,1,1,15,1036,69,0.98,20260101
35001011,2611606,1,0,0.04,0,0,0,0,1,1,0,1,0,0,5,346,19,0.73,20260101
35001012,2609600,1,1,0.134,0,0,0,0,0,1,1,0,0,0,7,238,13,0.54,20260101
35001013,2611101,1,1,0.414,0,1,1,1,1,1,0,1,1,1,32,1222,87,0.92,20260101
35001014,2304400,1,1,0.324,0,1,1,1,0,1,1,0,1,1,25,524,34,0.98,20260101
35001015,2304202,1,1,0.091,0,0,0,1,1,1,1,0,0,0,11,298,16,0.73,20260101
35001016,2313500,1,1,0.365,1,1,1,1,1,1,1,1,1,1,33,2928,209,0.86,20260101
35001017,5208707,1,1,0.131,0,1,0,1,1,1,0,0,0,0,6,173,9,0.63,20260101
35001018,5300108,1,1,0.788,1,1,0,1,1,1,1,0,1,1,14,288,18,0.93,20260101
35001019,1302603,1,1,0.125,0,0,0,0,1,1,0,0,0,1,10,341,18,0.5,20260101
35001020,1501402,0,0,0.045,0,0,0,1,1,1,0,0,0,1,8,174,9,0.56,20260101
35001021,2111300,1,1,0.686,0,1,1,1,0,1,1,0,1,1,21,716,44,0.81,20260101
35001022,5002704,1,1,0.39,1,1,1,1,0,1,1,1,1,1,17,596,39,0.92,20260101
35001023,3550308,1,1,0.059,0,1,0,1,1,1,0,0,0,0,10,159,8,0.57,20260101
35001024,3509502,1,1,0.123,0,1,0,0,1,1,0,1,0,0,6,142,7,0.67,20260101
35001025,3549805,0,0,0.134,0,1,0,0,1,1,0,0,0,0,5,199,11,0.67,20260101
35001026,3304557,1,1,0.208,0,1,1,1,0,1,1,0,1,1,20,1024,68,0.94,20260101
35001027,3301702,0,0,0.03,0,0,0,0,1,1,0,0,0,0,8,223,12,0.65,20260101
35001028,3303302,1,1,0.533,1,1,0,1,1,1,1,1,0,1,16,304,19,0.92,20260101
35001029,3106200,1,1,0.331,1,1,1,1,0,1,1,1,1,1,15,518,34,0.95,20260101
35001030,3170206,1,1,0.456,1,1,1,1,1,1,1,1,1,1,55,1932,138,0.89,20260101
35001031,3136702,1,0,0.022,0,1,0,1,1,1,0,0,0,0,6,302,16,0.72,20260101
35001032,4106902,1,1,0.063,0,0,0,1,1,1,0,0,0,0,7,268,14,0.71,20260101
35001033,4113700,0,0,0.082,0,1,0,1,1,1,1,1,0,0,7,75,4,0.71,20260101
35001034,4118204,1,0,0.121,0,0,0,0,0,1,0,0,0,0,9,63,4,0.63,20260101
35001035,4314902,1,1,0.732,0,1,1,1,0,1,0,0,1,1,17,527,32,0.94,20260101
35001036,4304606,1,1,0.1,0,1,0,1,1,1,0,0,0,1,7,319,17,0.65,20260101
35001037,4316907,1,1,0.148,0,0,0,0,1,1,1,0,0,0,11,211,11,0.58,20260101
35001038,4205407,1,1,0.346,1,1,1,1,1,1,1,1,1,1,28,2796,199,0.94,20260101
35001039,4209102,1,1,0.507,1,1,0,1,0,1,1,0,1,1,18,513,32,0.95,20260101
35001040,4202404,1,0,0.1,0,1,0,1,1,1,1,0,0,0,10,285,15,0.7,20260101
35001041,2927408,1,1,0.581,1,1,1,1,1,1,0,1,1,1,57,2695,192,0.87,20260101
35001042,2910800,1,1,0.568,0,1,1,1,1,1,1,1,1,1,58,1542,110,0.88,20260101
35001043,2933307,1,1,0.742,1,1,0,1,0,1,0,0,0,1,10,354,22,0.86,20260101
35001044,2611606,1,1,0.535,1,1,1,1,0,1,1,1,1,1,16,411,25,0.89,20260101
35001045,2609600,1,1,0.453,1,1,1,1,0,1,1,1,1,1,18,323,20,0.93,20260101
35001046,2611101,1,1,0.247,1,1,1,1,0,1,1,0,1,1,31,946,63,0.96,20260101
35001047,2304400,0,0,0.095,0,0,0,0,1,1,0,0,0,0,7,141,7,0.54,20260101
35001048,2304202,1,1,0.407,1,1,1,1,0,1,1,1,1,1,19,423,28,0.94,20260101
35001049,2313500,1,1,0.647,1,1,1,1,0,1,1,1,1,1,13,489,30,0.86,20260101
35001050,5208707,0,0,0.086,0,0,0,1,1,1,0,1,0,0,11,237,13,0.62,20260101
35001051,5300108,1,1,0.355,0,1,1,1,1,1,1,1,1,1,39,1061,75,0.91,20260101
35001052,1302603,1,1,0.393,1,1,1,1,0,1,1,1,1,1,15,1122,74,0.93,20260101
35001053,1501402,1,1,0.364,1,1,1,1,0,1,1,1,1,1,22,798,53,0.97,20260101
35001054,2111300,1,0,0.094,0,0,0,1,1,1,0,0,0,1,5,305,16,0.66,20260101
35001055,5002704,1,1,0.452,1,1,1,1,0,1,1,0,1,1,30,724,48,0.96,20260101
35001056,3550308,1,1,0.475,0,1,1,1,0,1,0,0,0,1,20,327,20,0.92,20260101
35001057,3509502,1,1,0.37,1,1,1,1,1,1,1,1,1,1,55,2004,143,0.93,20260101
35001058,3549805,1,1,0.063,0,0,0,1,0,1,0,0,0,1,7,143,7,0.72,20260101
35001059,3304557,0,0,0.099,0,0,0,1,1,1,1,0,0,0,8,85,4,0.63,20260101
35001060,3301702,1,0,0.073,0,0,0,1,1,1,0,0,0,1,9,265,14,0.66,20260101
35001061,3303302,1,1,0.399,1,1,0,1,0,1,0,0,1,1,15,508,31,0.81,20260101
35001062,3106200,1,1,0.501,1,1,1,1,1,1,1,1,1,1,50,2937,209,0.86,20260101
35001063,3170206,1,1,0.44,1,1,1,1,0,1,1,1,1,1,17,885,59,0.93,20260101
35001064,3136702,1,1,0.649,1,1,1,1,0,1,0,0,1,1,21,387,24,0.95,20260101
35001065,4106902,1,1,0.502,1,1,1,1,1,1,1,1,1,1,59,3046,217,0.9,20260101
35001066,4113700,1,1,0.347,0,1,1,1,0,1,1,0,1,1,18,698,46,0.96,20260101
35001067,4118204,1,1,0.37,1,1,1,1,0,1,1,0,1,1,28,1024,68,0.92,20260101
35001068,4314902,1,1,0.029,0,0,0,0,1,1,1,1,0,1,10,325,18,0.56,20260101
35001069,4304606,1,1,0.402,1,1,1,1,1,1,1,1,1,1,30,2066,147,0.95,20260101
35001070,4316907,1,0,0.064,0,1,0,0,1,1,1,0,0,1,11,130,7,0.72,20260101
35001071,4205407,1,1,0.466,1,1,1,1,1,1,1,1,1,1,46,2765,197,0.92,20260101
35001072,4209102,0,0,0.071,0,0,0,1,1,1,0,0,0,0,6,102,5,0.55,20260101
35001073,4202404,1,1,0.508,1,1,1,1,1,1,0,1,0,1,21,648,40,0.81,20260101
35001074,2927408,0,0,0.024,0,0,0,1,1,1,0,0,0,0,11,164,9,0.56,20260101
35001075,2910800,1,1,0.812,1,1,1,1,1,1,1,0,1,1,19,599,37,0.81,20260101
35001076,2933307,1,1,0.364,0,1,0,1,1,1,0,1,0,1,19,534,33,0.83,20260101
35001077,2611606,1,1,0.326,1,1,1,1,0,1,1,1,1,1,33,923,61,0.92,20260101
35001078,2609600,1,1,0.383,0,1,1,1,0,1,1,1,1,1,25,876,58,0.94,20260101
35001079,2611101,1,1,0.2,0,1,1,1,0,1,1,1,1,1,31,450,30,0.96,20260101
35001080,2304400,0,0,0.123,0,1,0,1,1,1,1,0,0,1,6,156,8,0.51,20260101
35001081,2304202,1,1,0.099,0,0,0,0,1,1,0,0,0,1,7,108,6,0.55,20260101
35001082,2313500,1,1,0.48,0,1,1,1,0,1,1,1,1,1,32,963,64,0.93,20260101
35001083,5208707,1,1,0.092,0,0,0,1,1,1,1,0,0,0,6,132,7,0.74,20260101
35001084,5300108,1,1,0.084,0,1,0,1,1,1,0,0,0,0,10,205,11,0.58,20260101
35001085,1302603,1,0,0.115,0,0,0,1,0,1,0,0,0,0,7,346,19,0.64,20260101
